sharpness_laplacian_var,sharpness_tenengrad,brightness_mean,brightness_std,exposure_histogram_skew,noise_residual_std,contrast_michelson,saturation_mean,entropy,corruption_score,label,source_image
5609.19875901565,28464.59996032715,96.26000213623047,67.47396825527792,0.7910513885228335,18.019951963368666,0.9999999996047431,100.37060546875,7.489273548126221,0.0,GOOD,0093.png
6.564635291637387,2136.2466430664062,97.25798416137695,59.738409339931394,1.041753579765684,0.5061921441262857,0.9533073926251722,86.33440017700195,7.415946006774902,0.0,BLUR,0093.png
856.434958940139,4337.945045471191,37.442901611328125,26.279341464516936,0.7848400909783186,7.042969172319392,0.999999998989899,100.85149383544922,6.218373775482178,0.0,UNDEREXPOSED,0093.png
12923.63683750102,61854.32706451416,162.03142166137695,81.49538975365924,-0.27469513255090133,27.264321058277336,0.9999999996078431,83.58195877075195,6.87596321105957,0.0,OVEREXPOSED,0093.png
29160.05614747759,54282.578437805176,99.00507736206055,72.58796848829863,0.7518320481700462,38.36781932847298,0.9999999996078431,93.29731750488281,7.435384273529053,0.0,NOISY,0093.png
1530.709656188672,22172.970092773438,97.12546157836914,64.88131408818028,0.8083834175419671,10.84661218020532,0.9999999996078431,80.30545425415039,7.274679660797119,0.0,CORRUPTED,0093.png
2599.3706118743285,19951.995986938477,134.12901306152344,52.448217041223586,-0.42975548785335216,10.516518792005675,0.9999999995918367,28.681964874267578,7.640556335449219,0.0,GOOD,0878.png
6.020240522397216,2019.6047592163086,139.69193649291992,46.90584616247888,-0.6334066583699929,0.46373909530635915,0.9510204077750938,22.931774139404297,7.468655586242676,0.0,BLUR,0878.png
108.11205290257931,819.1315002441406,26.67798614501953,10.62440713865502,-0.4258625001770492,2.156146742185189,0.9999999979591837,29.39223861694336,5.341305732727051,0.0,UNDEREXPOSED,0878.png
2465.8086799545563,16880.67409515381,228.56928253173828,54.98237236139813,-2.216383714253786,10.309271117807585,0.9999999996078431,14.648086547851562,3.3201210498809814,0.0,OVEREXPOSED,0878.png
30307.551583893364,51949.914894104004,138.88528060913086,62.82003988058136,-0.3920118558783266,38.34548108227467,0.9999999996078431,26.353130340576172,7.579822540283203,0.0,NOISY,0878.png
1004.1052703298046,18105.895263671875,139.78430557250977,53.86388949967626,-0.4264110939537199,8.216511670368316,0.9999999996078431,1.9314041137695312,6.486364364624023,0.0,CORRUPTED,0878.png
2741.9323786707682,19015.40705871582,70.9416618347168,55.61390725735087,0.9286196084764828,13.533069677576858,0.9843749996154785,74.39273071289062,7.431099891662598,0.0,GOOD,0444.png
221.714046883033,3162.4870986938477,71.95052719116211,48.3402495006307,0.6023067828163882,4.703300179912304,0.971698112749199,64.5160140991211,7.3643717765808105,0.0,BLUR,0444.png
44.645350433755084,301.0255584716797,8.641971588134766,6.980797244180201,0.9265443447061661,1.7279200109441495,0.999999996875,81.80830383300781,4.50937032699585,0.0,UNDEREXPOSED,0444.png
5245.788541773101,36669.58003234863,133.37232208251953,83.8171241302783,0.16502856332946048,19.182393197523144,0.961538461168639,69.62910842895508,7.107850074768066,0.0,OVEREXPOSED,0444.png
9044.363942962123,25777.52117919922,73.3061752319336,56.44543697824775,0.9111695621786,21.869997593310067,0.9999999996078431,151.70440292358398,7.556066989898682,0.0,NOISY,0444.png
1291.773292032769,8909.896583557129,50.387489318847656,38.61338338190142,0.9762030778599964,9.235847805552407,0.9779005519459113,255.0,6.885146617889404,0.0,CORRUPTED,0444.png
2458.9987410372123,12966.00634765625,115.03684616088867,62.80873833328349,0.21977681210402558,11.196410187939026,0.9609374996246337,77.18306350708008,7.822348594665527,0.0,GOOD,0475.png
3.4569853939465247,1486.6595458984375,117.04061889648438,57.431607496921444,0.1892466297282143,0.3032097034089259,0.909774435748205,70.79314422607422,7.733118057250977,0.0,BLUR,0475.png
319.3130416771746,1675.9338912963867,41.01864242553711,22.56611261115125,0.22251332301641466,4.037420623524853,0.9780219769472287,77.9575080871582,6.350098609924316,0.0,UNDEREXPOSED,0475.png
5248.273911830953,22527.469497680664,192.48995208740234,74.12692828274126,-0.8560698805314519,16.469242471454315,0.9172932327378596,61.28019332885742,6.08887243270874,0.0,OVEREXPOSED,0475.png
23532.198004723155,36858.455810546875,117.33274841308594,66.36101184933008,0.16987269457166634,33.53855227696487,0.9999999996078431,159.01365280151367,7.946930408477783,0.0,NOISY,0475.png
2488.9537424989394,14129.526161193848,95.92009353637695,71.61029128590076,0.3020118407508637,10.859506905392688,0.9999999996078431,63.297157287597656,7.235611438751221,0.0,CORRUPTED,0475.png
1866.6992709487677,14133.50082397461,106.75385284423828,65.27323082341663,-0.17655333256068081,9.447549717336958,0.9999999996062993,74.42800521850586,7.546331882476807,0.0,GOOD,0590.png
143.36238451498502,2787.819869995117,103.36130142211914,58.6232672740997,-0.14080225916525332,3.3859104997415734,0.9999999995652175,70.05313491821289,7.558637619018555,0.0,BLUR,0590.png
61.30564115103334,454.6052017211914,18.692527770996094,11.639158937179044,-0.16447552546726316,1.7188467854476264,0.9999999977777777,72.82576751708984,5.112835884094238,0.0,UNDEREXPOSED,0590.png
4813.118938760466,33240.32117462158,181.0627212524414,90.62297156305902,-0.8091671323866994,15.254794088234693,0.9999999996078431,34.732154846191406,5.429159164428711,0.0,OVEREXPOSED,0590.png
10440.45578481162,22541.376983642578,104.7991714477539,63.56841482903667,-0.025892114420689557,22.30077092574511,0.9999999996078431,139.09427642822266,7.784745216369629,0.0,NOISY,0590.png
772.0244100811979,11600.424758911133,103.47713470458984,62.34265242664838,-0.1649866474728962,7.4007605442338384,0.9999999996078431,55.538841247558594,5.804500579833984,0.0,CORRUPTED,0590.png
1840.6935180043802,11111.366439819336,140.57420349121094,46.69125741624921,0.6338572912208292,10.376651939960551,0.9919354834709938,68.03702926635742,7.107653617858887,0.0,GOOD,0874.png
2.1466901591047645,589.5884094238281,145.11164474487305,41.630714711240145,1.0924608311484865,0.20683997637035628,0.683168316606215,65.7332763671875,6.844761848449707,0.0,BLUR,0874.png
73.75782183172123,436.34352111816406,27.40222930908203,9.246384638348044,0.6569644300354883,2.0851405545683606,0.9999999979591837,69.24225234985352,4.843320369720459,0.0,UNDEREXPOSED,0874.png
2635.2765802400536,14484.531211853027,233.98445892333984,36.453662287796405,-2.24592334829882,13.154405567616458,0.9691119687377945,35.6104621887207,4.676076889038086,0.0,OVEREXPOSED,0874.png
8711.570394860348,19461.06004333496,143.64750289916992,49.37647952044792,0.33855836931261435,20.847268546222608,0.9999999996078431,93.34424209594727,7.51758337020874,0.0,NOISY,0874.png
